,domain,id,id_str,party,screen_name,state,display_name
4316,1.0,904161455125049344,904161455125049344,INC,Heralalawana,Rajasthan,Heralal Awana Gurjar
4317,1.0,776844637763887104,776844637763887104,INC,Srinivasakku1,Telangana,Srinivasakku
4318,1.0,3224407291,3224407291,INC,gaurav_dhone,Maharashtra,Gaurav Dhone
4319,1.0,137614653,137614653,INC,mehulpatel78,Gujarat,
4320,1.0,966280376606863361,966280376606863360,INC,mewar_ajay,Rajasthan,AJAY SINGH MEWAR
4321,1.0,900790074979172352,900790074979172352,INC,Sandeep00902002,Rajasthan,संदीप भारद्वाज
4322,1.0,3237278598,3237278598,INC,geliete013,Rajasthan,Geli Ete
4323,1.0,927566573153505280,927566573153505280,INC,UttamCh66715380,Rajasthan,Uttam Choudhary
4324,1.0,747779290532503553,747779290532503552,BJP,Birende38229721,Chandigarh,Birender Singh
4325,1.0,3118290602,3118290602,INC,nisar0305,To Be Added,Zaki Mohammed
4326,1.0,988404115909656576,988404115909656576,INC,Rajcongresslive,Rajasthan,Rajasthan Congress live
4327,1.0,1056935761826607104,1056935761826607104,INC,LalitKumarKal11,Rajasthan,Lalit Kumar Kalal
4328,1.0,1045318596346425345,1045318596346425344,INC,Hemraj32355675,Rajasthan,adv.Hemraj khardu
4329,1.0,966256427865063430,966256427865063424,INC,Jsm4congress,Rajasthan,Congress For Jaisalmer
4330,1.0,1055713350536040448,1055713350536040448,INC,ashokjatinc,Rajasthan,
4331,1.0,3254102646,3254102646,INC,HaritwalVaibhav,Rajasthan,Vaibhav Haritwal
4332,1.0,751808633076322304,751808633076322304,INC,ParvinderDhing3,Haryana,Parvinder Dhingra
4333,1.0,2444927312,2444927312,INC,AnshulUpadhyay_,Rajasthan,Anshul Upadhyay
4334,1.0,1031461570713284609,1031461570713284608,INC,AhirYuth,Rajasthan,Dinesh ahir IYC
4335,1.0,819841386522361856,819841386522361856,TDP,KolluROfficial,Andhra Pradesh,Kollu Ravindra
4336,1.0,2919390704,2919390704,GOV,cmohry,Chandigarh,CMO Haryana
4337,1.0,893680193696550912,893680193696550912,INC,Ramlakh84752122,Rajasthan,Ram lakhan gurjar Dausa
4338,1.0,708708063792922626,708708063792922624,INC,Shbnam786,Rajasthan,Mustafa sheikh
4339,1.0,1051057463565271040,1051057463565271040,INC,LalitKumarkal10,Rajasthan,Lalit Kumar kalal
4340,1.0,864303563429871616,864303563429871616,INC,AnilSai26241849,Rajasthan,Anil Saini
4341,1.0,915099052504621056,915099052504621056,INC,SainDurga,Rajasthan,Durga Shankara Sain
4342,1.0,409991405,409991405,INC,Farazusman7,Rajasthan,Syed faraz usman
4343,1.0,902573993873596417,902573993873596416,INC,ShrimaliViral,Rajasthan,
4344,1.0,1085840335815598081,1085840335815598080,INC,Chetannarerash1,Rajasthan,
4345,1.0,927033369078112256,927033369078112256,INC,VISHALGAUTTAM1,Rajasthan,VISHAL GAUTTAM
4346,1.0,787273185590902784,787273185590902784,INC,SurajSuthar17,Rajasthan,Suraj Suthar Ssj
4347,1.0,1265683274233344001,1265683274233344000,INC,AshokTanwar_INC,Chandigarh,Ashok Tanwar
4348,1.0,1054164909414592512,1054164909414592512,INC,nachichukhu,Rajasthan,TawNachichukhu@gmail.com
4349,1.0,3303214332,3303214332,INC,PatelRony4,Rajasthan,Patel Rony
4350,1.0,949560452308074498,949560452308074496,INC,AltafKhanSilaw1,Rajasthan,Altaf Khan Silawat
4351,1.0,923106026617896962,923106026617896960,INC,VijayKu18403005,Rajasthan,Vijay Kumar
4352,1.0,904372981635334144,904372981635334144,INC,GKollegal,Rajasthan,Kiran Kannadiga
4353,1.0,758295874590081024,758295874590081024,INC,manojch42423449,Rajasthan,manoj choudhary
4354,1.0,1002882785609244674,1002882785609244672,INC,RAJENDE50428553,Rajasthan,RAJENDER KUMAR
4355,1.0,2765523829,2765523829,INC,ShilleySonam,Rajasthan,SHILLEY SONAM
4356,1.0,949901285569871872,949901285569871872,INC,gurjar_shivji,Rajasthan,Shivji Gurjar Lavera
4357,1.0,1030318021901000704,1030318021901000704,INC,Drrahulchittor1,Rajasthan,Dr Rahul Sharma
4358,1.0,2940723738,2940723738,INC,INCPunjab,Chandigarh,Punjab Congress
4359,1.0,1966108446,1966108446,INC,sushilcongress,Rajasthan,Sushil
4360,1.0,1058597942532231168,1058597942532231168,INC,JiyaulK16177029,To Be Added,Jiyaul Khan (INC)
4361,1.0,866485448205451264,866485448205451264,INC,SonuRam05630000,Rajasthan,
4362,1.0,856115972587040768,856115972587040768,INC,AdvtSuthar,Rajasthan,Advt. Shambhu Suthar
4363,1.0,1969138063,1969138063,INC,TonyJain21,Rajasthan,shobhit jain
4364,1.0,961768484282695680,961768484282695680,INC,PrakashPanwr,Rajasthan,
4365,1.0,1056128698837958657,1056128698837958656,INC,HariomN77893796,Rajasthan,Hariom Nagar
4366,1.0,812283767272468480,812283767272468480,INC,Patel4P,Rajasthan,Piyushkumar Patel
4367,1.0,900677077518532608,900677077518532608,INC,Sandeep16137833,Rajasthan,Sandeep Krishniya
4368,1.0,890248109263122432,890248109263122432,INC,RameshSankhla11,To Be Added,
4369,1.0,3245809837,3245809837,INC,Partap_Sbajwa,Chandigarh,Partap Singh Bajwa
4370,1.0,1025298428522360832,1025298428522360832,INC,Lklora7,Rajasthan,L.k.lora
4371,1.0,927915618057142272,927915618057142272,INC,madanlaldhawan1,Rajasthan,
4372,1.0,860009435200204800,860009435200204800,INC,ilfaskhan,Rajasthan,ilfaskhan NSUI
4373,1.0,2162409162,2162409162,INC,shahbuddin34,Rajasthan,shahbuddin sheikh
4374,1.0,716940081878020096,716940081878020096,INC,ChoukseySantosh,Madhya Pradesh,santosh Chouksey
4375,1.0,895686923099922432,895686923099922432,INC,mamta_dhakad,To Be Added,mamta dhakad
4376,1.0,960739108921384961,960739108921384960,INC,SaddamH32162196,Rajasthan,Saddam Hussain
4377,1.0,875970709,875970709,INC,DivyaPratap_S_R,Rajasthan,Divyapratap Singh
4378,1.0,943444696080171008,943444696080171008,INC,khalid_sajal,Telangana,Khalid Ahmed Sajal
4379,1.0,1078836408163422208,1078836408163422208,INC,AbbasKh92159937,Rajasthan,Abbas Khan
4380,1.0,784563380,784563380,INC,SimmiAhuja_,To Be Added,Simmi Ahuja
4381,1.0,4876722030,4876722030,INC,rastogishubham6,Rajasthan,
4382,1.0,896345513485901825,896345513485901824,INC,MorjaalHariom,Rajasthan,Hariom Morjaal ( MEENA)
4383,1.0,921103747912122368,921103747912122368,INC,mukesh_nimbawat,Rajasthan,
4384,1.0,1018157855151714304,1018157855151714304,INC,Avinashcz9019,Rajasthan,Avinashjagarwal
4385,1.0,898781386928119808,898781386928119808,INC,GopalRa53,Rajasthan,Gopal Rathore
4386,1.0,965223176807514112,965223176807514112,INC,JasbirK36176053,To Be Added,Jasbir Kaur
4387,1.0,1058588325294964736,1058588325294964736,INC,LakkhiramG,Rajasthan,Lakkhiram Gurjar
4388,1.0,1005748617699659777,1005748617699659776,INC,MohanLalPargi4,Rajasthan,Mohan Lal Pargi
4389,1.0,986460334226489345,986460334226489344,INC,GauravV53768632,Rajasthan,Gaurav Vaishnav
4390,1.0,133692264,133692264,INC,zannar_adnan,Gujarat,
4391,1.0,3168378830,3168378830,INC,IYCPunjab,Chandigarh,Punjab Youth Congress
4392,1.0,734706439017648128,734706439017648128,INC,dashora_mahesh,Rajasthan,Mahesh Dashora
4393,1.0,1055717108951195648,1055717108951195648,INC,AadramMeghwal,Rajasthan,Aadram Meghwal
4394,1.0,959712321902821377,959712321902821376,INC,Rajendr71219450,Gujarat,Rajendrasinh chavda
4395,1.0,4704503953,4704503953,INC,harivadan23,Gujarat,Harry Patel
4396,1.0,1037404296625541120,1037404296625541120,INC,Jagdish96450097,Rajasthan,Jagdish Saran
4397,1.0,1088355373642330112,1088355373642330112,INC,JourwalJ,Rajasthan,ADV.   R. J.
4398,1.0,1081849892987899905,1081849892987899904,INC,sahilsinghlang2,Rajasthan,sahil singh langeh
4399,1.0,1088097039114657792,1088097039114657792,INC,AnilRat82317226,Rajasthan,Anil Rathi
4400,1.0,4512600793,4512600793,INC,SharvanBadyal,Rajasthan,Th.Sharvan Badyal
4401,1.0,1062235008058814464,1062235008058814464,INC,ShanawajAlam9,To Be Added,Shanawaj Alam
4402,1.0,1851257803,1851257803,INC,pawanbansal_chd,Chandigarh,Pawan Kumar Bansal
4403,1.0,1004643278950551552,1004643278950551552,INC,Heerala38234359,Rajasthan,Heeralal Gurjar
4405,1.0,958978236360396800,958978236360396800,INC,harish_ranawat,Rajasthan,Harish Ranawat
4406,1.0,3093462002,3093462002,INC,singh_nsui,Rajasthan,
4408,1.0,1045282465605025793,1045282465605025792,INC,Jagdishgurjar54,To Be Added,JagdishINC
4409,1.0,1053842516636626945,1053842516636626944,INC,164gandhinagar2,To Be Added,164gandhinagarbcc
4410,1.0,776447371479699457,776447371479699456,INC,2ec346cc59a9432,Rajasthan,
4413,1.0,866567429446541312,866567429446541312,INC,INCChandigarh,Chandigarh,Chandigarh Congress
4414,1.0,29442361,29442361,IND,mallikasarabhai,Rajasthan,Mallika Sarabhai
4415,1.0,3306249066,3306249066,IND,ssshekhawatbkn,Rajasthan,Dr. Surendra Singh
4419,1.0,1609719606,1609719606,NUZP,ZamindaraParty,Rajasthan,Zamindara Party
4422,1.0,219188946,219188946,RLP,hanumanbeniwal,Rajasthan,HANUMAN BENIWAL
4423,1.0,1056936156619833345,1056936156619833344,RLP,RLPINDIAorg,Rajasthan,Rashtriya Loktantrik Party
4424,1.0,3446914212,3446914212,INC,LubanaManoj,Chandigarh,Manoj Lubana (mouji)
4425,1.0,979767932875091968,979767932875091968,RLP,RLP_Mission25,Rajasthan,Rashtriya Loktantrik Party (RLP)
4426,1.0,1046630942662508544,1046630942662508544,RLP,RLP_Barmer,Rajasthan,Rastriya Loktantrik Party - Barmer
4427,1.0,3289636334,3289636334,SDPI,SdpiRajOfficial,Rajasthan,
4428,1.0,1362681552,1362681552,SDPI,sdpirizwan,Rajasthan,
4429,1.0,833624126988365824,833624126988365824,SHIV SENA,GANESHTIWARI123,To Be Added,Ganesh Tiwari
4431,1.0,2532501472,2532501472,SP,somendrasing,Uttar Pradesh,
4433,1.0,845021507176845312,845021507176845312,TRS,ThotaMadhu001,To Be Added,Thota Madhu
4435,1.0,912678742736044033,912678742736044032,INC,ChandigarhPMC,Chandigarh,Chandigarh Mahila Congress
4436,1.0,1518460926,1518460926,YSRCP,KarimnagarYSRCP,To Be Added,
4437,1.0,904216728946614273,904216728946614272,AITC,TMCforSikkim,Sikkim,TMC For Sikkim
4438,1.0,972811470244229121,972811470244229120,BJP,OfficeOfBJYM,Sikkim,Office Of BJYM Sikkim
4439,1.0,1046742312078856192,1046742312078856192,BJP,BikashD11817379,Sikkim,Bikash Dahal
4440,1.0,724875320885710848,724875320885710848,GOV,sikkimgovt,Sikkim,sikkimgovtipr
4442,1.0,868753363583737860,868753363583737856,HSP,BinaBasnett,Sikkim,
4443,1.0,990089219442855936,990089219442855936,HSP,1HamroSikkim,To Be Added,HamroSikkim
4445,1.0,872398562163736576,872398562163736576,INC,INCSikkim,Sikkim,Sikkim Congress
4446,1.0,2725348939,2725348939,AAP,sinisettygupta,Andhra Pradesh,Gupta Sinisetty
4447,1.0,4623404592,4623404592,TDP,TDP_updates,Andhra Pradesh,Telugu Desam Party
4448,1.0,2786071038,2786071038,INC,GoldyDS_Dhuri,Chandigarh,Dalvir Singh (Goldy)
4449,1.0,912669884038864896,912669884038864896,INC,SikkimPMC,Sikkim,Sikkim Pradesh Mahila Congress
4450,1.0,1906837518,1906837518,INC,INC_Sikkim,Sikkim,Sikkim Congress
4452,1.0,2521965306,2521965306,SDF,PremDasRai,Sikkim,PD Rai
4453,1.0,1004698688889843712,1004698688889843712,SDF,official_sdf,Sikkim,Sikkim Democratic Front
4456,1.0,836778984,836778984,SDF,ChewangKarma,Sikkim,karma chewang bhutia
4459,1.0,1398950352,1398950352,INC,SandeepBoora4,Chandigarh,Sandeep Boora
4460,1.0,2394021269,2394021269,SKM,IndraHangSubba1,Sikkim,Indra Hang Subba
4461,1.0,1124519925387653120,1124519925387653120,SKM,KrantiSikkim,Sikkim,Sikkim Krantikari Morcha
4462,1.0,1146307605859409920,1146307605859409920,SKM,arun_ud,Sikkim,
4463,1.0,575508859,575508859,SKM,enavraj,Sikkim,Navraj Gurung
4464,1.0,842953121080864772,842953121080864768,SKM,NosangM,Sikkim,
4465,1.0,1019887446417215489,1019887446417215488,AIADMK,Vijayabaskarofl,Tamil Nadu,Dr C Vijayabaskar - SayYesToWomenSafety & AIADMK
4467,1.0,2330285072,2330285072,AIADMK,AIADMKOfficial,Tamil Nadu,AIADMK - SayYesToWomenSafety&AIADMK
4468,1.0,900764510012571649,900764510012571648,AIADMK,KASengottaiyan,Tamil Nadu,K.A Sengottaiyan
4469,1.0,57570821,57570821,AIADMK,mafoikprajan,Tamil Nadu,Pandiarajan K
4470,1.0,771402384,771402384,INC,vikasgodara1982,Chandigarh,ADV VIKAS BISHNOI GODARA
4471,1.0,291580123,291580123,AIADMK,TRBRajaa,Tamil Nadu,Dr. T R B Rajaa
4472,1.0,855400638192115712,855400638192115712,AIADMK,SPVelumanicbe,Tamil Nadu,SP Velumani - Say YES to AIADMK
4473,1.0,973935385557413889,973935385557413888,AIADMK,EPSTamilNadu,Tamil Nadu,Edappadi K Palaniswami-SayYEStoWomenSafety&AIADMK
4474,1.0,923849866861715456,923849866861715456,AIADMK,AIADMKITWINGOFL,Tamil Nadu,AIADMK IT WING - SayYesToWomenSafety&AIADMK
4475,1.0,1020030404093362176,1020030404093362176,AIADMK,Udhayakumar_RB,Tamil Nadu,R.B Udhayakumar
4476,1.0,102940479,102940479,AIADMK,AnnaDravidaMK,Tamil Nadu,Jayalalitha CM
4477,1.0,1024267365758844928,1024267365758844928,AIADMK,RajBhalajioffl,Tamil Nadu,KT Rajenthra Bhalaji
4478,1.0,2872846219,2872846219,AIADMK,RamaAIADMK,Tamil Nadu,Singai G Ramachandran
4479,1.0,1020558514412871681,1020558514412871680,AIADMK,SellurKRajuoffl,Tamil Nadu,Sellur K Raju
4480,1.0,1020552531267555329,1020552531267555328,AIADMK,CVShanmugamofl,Tamil Nadu,C.Ve Shanmugam
4481,1.0,2340965575,2340965575,INC,GtTibbi,Chandigarh,Gurbhej Singh Tibbi
4482,1.0,1018014328342044672,1018014328342044672,AIADMK,OfficeofminMRV,Tamil Nadu,M.R.Vijayabhaskar-SayYesToWomenSafety&AIADMK
4483,1.0,764387425741332480,764387425741332480,AIADMK,CM_tamilnadu,Tamil Nadu,O. PannerSelvam
4484,1.0,1019882365982687232,1019882365982687232,AIADMK,Kadamburrajuofl,Tamil Nadu,Kadambur Raju - Say No To Drugs & DMK
4485,1.0,1019876973672218625,1019876973672218624,AIADMK,PThangamanioffl,Tamil Nadu,P Thangamani
4486,1.0,900915677434859521,900915677434859520,AIADMK,MCSampathOffl,Tamil Nadu,MC Sampath
4487,1.0,1024252939618017280,1024252939618017280,AIADMK,KPAnbalaganoffl,Tamil Nadu,KP Anbalagan MLA
4488,1.0,1023872673766490112,1023872673766490112,AIADMK,Srinivasanoffl,Tamil Nadu,Dindigul Srinivasan
4489,1.0,1017669361652232192,1017669361652232192,AIADMK,OfficeofminRK,Tamil Nadu,Udumalai K Radhakrishnan
4490,1.0,4000947339,4000947339,AIADMK,V_SathyaBama,Tamil Nadu,V Sathyabama
4491,1.0,1020042662647173120,1020042662647173120,AIADMK,OSManianofl,Tamil Nadu,O.S Manian
4492,1.0,4773895886,4773895886,INC,_gurjotsandhu,Chandigarh,Gurjot Singh Sandhu
4493,1.0,1017685184928509952,1017685184928509952,AIADMK,DrVSarojaoffl,Tamil Nadu,Dr V Saroja
4494,1.0,1023868077849464833,1023868077849464832,AIADMK,KCKaruppananofl,Tamil Nadu,K.C Karuppanan - Say No To Drugs & DMK
4495,1.0,1252059804,1252059804,AIADMK,imprasath,Tamil Nadu,Prasath - Say No To Drugs & DMK
4496,1.0,900987099356078080,900987099356078080,AIADMK,BalaReddyOffl,Tamil Nadu,P Balakrishna Reddy
4497,1.0,1023859220444151808,1023859220444151808,AIADMK,NNatarajanoffl,Tamil Nadu,Vellamandi N Natarajan
4498,1.0,1020178888570253312,1020178888570253312,AIADMK,RKamarajofl,Tamil Nadu,R Kamaraj
4500,1.0,1024866241075245056,1024866241075245056,AIADMK,SValarmathiofl,Tamil Nadu,S Valarmathi - SayYesToWomenSafety&AIADMK
4501,1.0,1024242728006119425,1024242728006119424,AIADMK,RDoraikkannuofl,Tamil Nadu,R Doraikkannu
4502,1.0,1014537508573495296,1014537508573495296,AIADMK,DrManikandanofl,Tamil Nadu,Dr M Manikandan
4503,1.0,2662980175,2662980175,INC,hoodanandita,Chandigarh,NANDITAHOODA
4504,1.0,1023881364175638528,1023881364175638528,AIADMK,OfficeofminSSR,Tamil Nadu,Sevoor S Ramachandran- MLA
4505,1.0,915545639089344512,915545639089344512,AIADMK,DrNiloferKafeel,Tamil Nadu,Dr Nilofer Kafeel
4506,1.0,723844554714157056,723844554714157056,AIADMK,satyenaiadmk,Tamil Nadu,Raj Satyen - SayYesToWomenSafety&AIADMK
4507,1.0,314020540,314020540,AIADMK,Nanbaendaaa,Tamil Nadu,Chowkidar இராம.மோகன்
4511,1.0,1024273398128504832,1024273398128504832,AIADMK,Rajalakshmioffl,Tamil Nadu,VM Rajalakshmi - SayYesToWomenSafety&AIADMK
4513,1.0,143756119,143756119,AIADMK,sukrivdharmesh,Tamil Nadu,Sukriv Dharmesh #Say_No_To_Drug&DMK
4514,1.0,1269365219345797123,1269365219345797120,INC,Pardeepchhabr12,Chandigarh,Pardeepchhabra15@gmail.com
4515,1.0,1023828130933293057,1023828130933293056,AIADMK,PBenjaminoffl,Tamil Nadu,P Benjamin
4517,1.0,716959873460621313,716959873460621312,AIADMK,admk_live,Tamil Nadu,AIADMK LIVE
4518,1.0,2209010516,2209010516,AIADMK,kartiadmk,Tamil Nadu,Avadi Karthik - Geetham Groups
4520,1.0,928544560254410753,928544560254410752,AIADMK,ShanmugamCVe,To Be Added,C.Ve.Shanmugam
4523,1.0,1024874096876650496,1024874096876650496,AIADMK,GBaskaranoffl,Tamil Nadu,G Baskaran
4525,1.0,4734055100,4734055100,INC,nishant21maini,Chandigarh,NISHANT MAINI
4527,1.0,705443575719276544,705443575719276544,AIADMK,tamizhaiadmk,Tamil Nadu,
4528,1.0,2335353992,2335353992,AIADMK,mohanAdmk24,Tamil Nadu,
4529,1.0,714360106222157824,714360106222157824,AIADMK,geetharamki,Tamil Nadu,உசிலம்பட்டி கீதா
4530,1.0,4893146593,4893146593,AIADMK,AbiseSelvam,Tamil Nadu,𝙰𝚋𝚒𝚜𝚎 selvam
4531,1.0,140772538,140772538,AIADMK,saraditoo7,Tamil Nadu,Saravanakumar(AsK) - SayYesToWomenSafety& AIADMK
4532,1.0,2910686485,2910686485,AIADMK,KovaiSathyan,Tamil Nadu,Kovai Sathyan
4536,1.0,748496888,748496888,INC,ChoudharyTanuj,Chandigarh,Tanuj Choudhary
4537,1.0,896935460492017664,896935460492017664,AIADMK,shravan_bohra,Tamil Nadu,Dr SHRAVAN BOHRA- SayYesToWomenSafety&AIADMK
4538,1.0,764073166754807808,764073166754807808,AIADMK,KCPalanisamy1,Tamil Nadu,K C Palanisamy
4539,1.0,114404847,114404847,AIADMK,twit2selva,Tamil Nadu,Selva
4540,1.0,94021682,94021682,AIADMK,aspireswami,Tamil Nadu,aspire Swaminathan
4542,1.0,823415429259464704,823415429259464704,AIADMK,Sathish_AIADMK,Tamil Nadu,Sathish Shankar
4543,1.0,775998492,775998492,AIADMK,jagan2784,Tamil Nadu,Jagan B.S.
4544,1.0,397999756,397999756,AIADMK,advbiji,Tamil Nadu,Adv R.BIJI.K.ROY
4545,1.0,770579592482398208,770579592482398208,AIADMK,tssudhayakumar,Tamil Nadu,Thiruverkadu S Udhaya Kumar
4546,1.0,754008598141775872,754008598141775872,AIADMK,pasupathy_senth,Tamil Nadu,
4548,1.0,896789514760273921,896789514760273920,AIADMK,ErGobinath_Admk,Tamil Nadu,Engineer GobinathSayYesToWomenSafetySayYesToAIADMK
4549,1.0,2578187227,2578187227,AIADMK,NungaiSaravanan,Tamil Nadu,Thiruvallur Saravanan G - Say No To Drugs &Dmk
4550,1.0,386924018,386924018,AIADMK,DrMahesraja,Tamil Nadu,"Dr.Mahesraja MBBS.,MD., - Say No To Drugs & DMK"
4551,1.0,806097761275887616,806097761275887616,AIADMK,Panneerselvaam,Tamil Nadu,O. Panneerselvam
4552,1.0,1543425434,1543425434,AIADMK,ImBharathan,Tamil Nadu,Bharathan
4556,1.0,3185528101,3185528101,AIADMK,knsenthil,Tamil Nadu,Senthilkumar Nagarethinam
4558,1.0,964357728490610691,964357728490610688,TDP,TdpSrisailam,Andhra Pradesh,Cbn Army Srisailam
4559,1.0,3250908352,3250908352,INC,ThakurDivanshu,Chandigarh,Divanshu Thakur INC
4560,1.0,887720079210692608,887720079210692608,AIADMK,ThamimunansariM,Tamil Nadu,M.Thamimun Ansari
4561,1.0,2620496689,2620496689,AIADMK,baluramachandra,Tamil Nadu,"Dr. Balu Ramachandran, M.Tech, MBA, PhD"
4563,1.0,557109942,557109942,AIADMK,SalmanJavid,Tamil Nadu,Salman javid
4565,1.0,1588437234,1588437234,AIADMK,mkmganesh,Tamil Nadu,MKM Ganesh
4566,1.0,441636351,441636351,GOV,MEAIndia,To Be Added,Randhir Jaiswal
4567,1.0,931225482,931225482,AIADMK,SarathiKc,Tamil Nadu,Mylai Saarathy - Say No To Drugs & DMK
4570,1.0,2428421546,2428421546,INC,SunnyMehtaINC,Chandigarh,Sunny Mehta
4572,1.0,954050634579243008,954050634579243008,AIADMK,MuruganLoganat1,Tamil Nadu,MuruGan LoGanathan
4573,1.0,704567885771898880,704567885771898880,AIADMK,Thirusathish7,Tamil Nadu,Sathish Thiruchitrambalam
4574,1.0,3193020134,3193020134,AIADMK,devibala85,Tamil Nadu,BALASUNDARAM -#Resign-Stalin
4575,1.0,4644071438,4644071438,AIADMK,VaigaiPravin,Tamil Nadu,Pravin Kumar K
4576,1.0,816579901935517696,816579901935517696,AIADMK,KM_Gopi,Tamil Nadu,𝗞.𝗠 𝗚𝗼𝗽𝗶 - SayYEStoWomenSafety&AIADMK
4578,1.0,979357722201137152,979357722201137152,AIADMK,GHariADMK,Tamil Nadu,Thiruthani G. Hari
4580,1.0,410523390,410523390,AIADMK,Gowthamadmk,Tamil Nadu,Gowtham G Palraj - Say No To Drugs & DMK
4581,1.0,550162149,550162149,INC,ripjitsinghbrar,Chandigarh,Ripjit Singh Brar
4584,1.0,800615573390389248,800615573390389248,AIADMK,solaimrajaadmk,Tamil Nadu,Solai M. Raja
4586,1.0,4872857952,4872857952,AIADMK,AiadmkA,Tamil Nadu,ananditcbe(Alangadavu R.Anandakrishnan Aiadmk)
4587,1.0,4733337822,4733337822,AIADMK,gunaku24,Tamil Nadu,Gunaseelan Jayapal
4591,1.0,914693888161439745,914693888161439744,AIADMK,AvadiSaran,Tamil Nadu,Saran Avadi
4592,1.0,701304040886415361,701304040886415360,INC,VBrarSecPbCong,Chandigarh,Varinder S Brar™©
4598,1.0,190551365,190551365,AIADMK,gundukalyanam,Tamil Nadu,Gundu Kalyanam
4603,1.0,4179378613,4179378613,INC,Congress4women,Chandigarh,Zirakpur congress
4604,1.0,889178865683374081,889178865683374080,AIADMK,sellur_anand,Tamil Nadu,Sellur Anand
4605,1.0,709410431853461504,709410431853461504,AIADMK,tweet2sathish,Tamil Nadu,
4606,1.0,2914557284,2914557284,AIADMK,EssaeSenthil,Tamil Nadu,
4607,1.0,4887782669,4887782669,AIADMK,SmayaAiadmk,Tamil Nadu,smaya_Aiadmk
4610,1.0,141960562,141960562,AIADMK,PrabaPillai,Tamil Nadu,prabaharan
4612,1.0,802789919185727489,802789919185727488,AIADMK,AMuthukumarADMK,Tamil Nadu,"A.Muthukumar B.E.,"
4613,1.0,703284581038891008,703284581038891008,AIADMK,asr_bala,Tamil Nadu,ASR Balachandar- SayYesToWomenSafety&AIADMK
4614,1.0,1647793386,1647793386,INC,incharyana_in,Chandigarh,INC Haryana
4615,1.0,1031591118553546752,1031591118553546752,AIADMK,PraveenAIADMK1,Tamil Nadu,PraveenKumar C - Say No To Drugs & DMK
4618,1.0,2603461577,2603461577,AIADMK,wbdganesan,Tamil Nadu,Walajabad P Ganesan
4620,1.0,837360743959965696,837360743959965696,AIADMK,Babumurugavel,Tamil Nadu,"R. M. Babu Murugavel,"
4623,1.0,4830431270,4830431270,AIADMK,KathirCable,Tamil Nadu,
4624,1.0,764869490785923072,764869490785923072,AIADMK,AIADMK_SATHISH,Tamil Nadu,Chennimalai P Sathish - Say No To Drugs & DMK
4625,1.0,2362304078,2362304078,INC,K_UdaySingh,Chandigarh,kunwar uday singh  rathore
4626,1.0,4910965656,4910965656,AIADMK,kjsadmk,Tamil Nadu,Suryanarayanan
4632,1.0,595368557,595368557,AIADMK,VivekYuvaGandhi,Tamil Nadu,Vivek Yuva Gandhi
4634,1.0,375250968,375250968,AIADMK,classicjaleel,Tamil Nadu,"ABDUL JALEEL B.A.,"
4636,1.0,843512834772234241,843512834772234240,INC,singh15anuj,Chandigarh,
4637,1.0,798157403225198592,798157403225198592,AIADMK,Andrews83038248,Tamil Nadu,M.A.G.XAVIER
4638,1.0,4831897743,4831897743,AIADMK,MohanKu29862406,Tamil Nadu,Mohan Kumar P
4639,1.0,1018576882957090816,1018576882957090816,AIADMK,AIADMKITWINGTN,Tamil Nadu,AIADMK IT WING
4640,1.0,773828820986191872,773828820986191872,AIADMK,RiyoseKhan,Tamil Nadu,
4641,1.0,2315662830,2315662830,AIADMK,Admk_madurai,Tamil Nadu,#மதுரபாலசுப்ரமணியன் #MaduraBalasubramanian
4642,1.0,4863783848,4863783848,AIADMK,smaya_Aiadmk,Tamil Nadu,mayadevi.s
4643,1.0,703265524382244864,703265524382244864,AIADMK,Yogesyogesh2,Tamil Nadu,
4645,1.0,805291429295599616,805291429295599616,AIADMK,PhilmooreRobert,Tamil Nadu,Philmoore Robert.B
4647,1.0,377818965,377818965,INC,SunilYadavchd,Chandigarh,Sunil Yadav 🇮🇳
4648,1.0,698416507080998914,698416507080998912,AIADMK,manikandanekp,Tamil Nadu,ekpmanikandan
4650,1.0,708532325538115584,708532325538115584,AIADMK,kkmgroup26,Tamil Nadu,கோவளவேடு கேகேஎம்.இராஜேஷ்
4652,1.0,4709307296,4709307296,AIADMK,kmgopiaiadmk,Tamil Nadu,KM GOPI SIVAGANGAI
4654,1.0,717688125510684672,717688125510684672,AIADMK,Keerthika_ADMK,Tamil Nadu,Keerthika Muniyasamy
4655,1.0,711179227391926272,711179227391926272,AIADMK,Samy10aiadmk,Tamil Nadu,Saminathan Say No To Drugs & Dmk
4656,1.0,769152095672905728,769152095672905728,AIADMK,koprabhuannur,Tamil Nadu,@koprabhu
4658,1.0,3556307474,3556307474,INC,ManpreetPPCC,Chandigarh,Manpreet Sandhu
4659,1.0,3900930554,3900930554,AIADMK,KundramThiyagu,Tamil Nadu,KUNDRAM THIYAGU - SayYEStoWomenSafety&AIADMK
4663,1.0,835821195429838848,835821195429838848,AIADMK,ShankarRaman20,Tamil Nadu,Shankar Raman
4664,1.0,720215616771076096,720215616771076096,AIADMK,drmanikandan6,Tamil Nadu,DrManikandan
4665,1.0,706476349,706476349,AIADMK,iam_rajes,Tamil Nadu,Rajesh Kumar
4666,1.0,1039091497050624000,1039091497050624000,AIADMK,GnPugal,Tamil Nadu,
4667,1.0,2286190740,2286190740,AIADMK,TGVenkateshBabu,Tamil Nadu,TG Venkatesh Babu
